player_id,player_name,position,team,projected_points,confidence,prev_season_points,prev_season_games,age,overall_rank,position_rank,tier,tier_label,starter_probability,original_projected_points,point_change,expected_games_played,injury_risk_score,age_multiplier,player_multiplier,games_adjustment,injury_risk_category
00-0034899,John Wolford,QB,JAX,4.256705882352941,Medium,1.099999986588955,2.0,29.9,986.0,119.0,4,Backup,0.0066666666666666,4.58,-0.32329411764705895,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0038400,Tanner McKee,QB,PHI,4.250321107903662,Low,,,25.3,987.0,120.0,4,Backup,0.005,4.573130305972294,-0.32280919806863206,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0036929,Ian Book,QB,PHI,4.238117647058824,Low,,,27.4,988.0,121.0,4,Backup,0.005,4.5600000000000005,-0.3218823529411763,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0032434,Brandon Allen,QB,SF,4.228658823529412,Medium,3.2799999937415123,1.0,33.0,989.0,122.0,4,Backup,0.0099999999999999,4.62,-0.3913411764705881,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0037324,Chris Oladokun,QB,KC,4.226964705882353,Low,,,28.0,990.0,123.0,4,Backup,0.004,4.548,-0.32103529411764686,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0039657,Casey Bauman,QB,LAC,4.222358469035875,Low,,,25.3,991.0,124.0,4,Backup,0.0025,4.543043922380371,-0.3206854533444963,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0038550,Hendon Hooker,QB,DET,4.219529411764706,Low,,,27.6,992.0,125.0,4,Backup,0.0033333333333333,4.54,-0.3204705882352936,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0033958,Nathan Peterman,QB,ATL,4.2012,Low,13.259999930858612,3.0,31.3,993.0,126.0,4,Backup,0.0075,4.59,-0.3887999999999998,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0036679,Shane Buechele,QB,BUF,4.197223529411765,Low,,,27.6,994.0,127.0,4,Backup,0.0013333333333333,4.516,-0.3187764705882348,15.8,1.2,1.0,1.0,0.9294117647058824,Low Risk
00-0031237,Teddy Bridgewater,QB,DET,4.155435294117647,Medium,0.7999999970197678,1.0,32.8,995.0,128.0,4,Backup,0.0033333333333333,4.54,-0.3845647058823527,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
00-0034737,Luis Perez,QB,LAC,4.146282352941177,Low,,,31.1,996.0,129.0,4,Backup,0.0025,4.53,-0.3837176470588233,15.56,1.44,1.2,1.0,0.9152941176470588,Low Risk
